ticket_id,title,description,issue_type,customer_type,channel,previous_complaints,hours_open,impact_level,priority
TKT-11101,Dashboard displaying incorrect statistics,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Login Issue,Premium,Chat,5,17.96,High,Medium
TKT-11102,Feature not working as expected,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Payment Issue,Regular,Email,6,11.33,Low,Medium
TKT-11103,Account suspended unexpectedly – urgent,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Feature Request,Regular,Email,5,0.0,High,High
TKT-11104,Feature not working as expected,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Security Problem,Premium,Email,6,8.31,High,Medium
TKT-11105,Payment processing delayed by 2-3 minutes,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Payment Issue,Regular,Chat,3,2.45,Medium,Medium
TKT-11106,Change password label text suggestion,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Security Problem,Premium,Email,2,45.17,Low,Low
TKT-11107,Improve onboarding guide,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Other,Regular,Chat,0,23.16,Low,Low
TKT-11108,Change password label text suggestion,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Other,Regular,Phone Call,1,26.46,Low,Low
TKT-11109,Spelling error in help documentation,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Technical Bug,Regular,Email,2,14.69,Low,Low
TKT-11110,Login completely broken for all premium users,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Login Issue,Premium,Phone Call,14,3.89,High,High
TKT-11111,Report generation taking too long,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Technical Bug,Premium,Email,5,10.36,Medium,Medium
TKT-11112,Profile update not saving properly,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Technical Bug,Regular,Chat,6,5.17,Low,Medium
TKT-11113,Server completely down – production halted,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Security Problem,Regular,Email,4,0.24,High,High
TKT-11114,Security breach detected – immediate action needed,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Other,Regular,Phone Call,6,0.84,High,High
TKT-11115,Security breach detected – immediate action needed,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Account Suspension,Premium,Phone Call,9,1.49,High,High
TKT-11116,Search results returning outdated data,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Server Down,Premium,Email,3,3.68,Medium,Medium
TKT-11117,Export to PDF producing blank file,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Account Suspension,Premium,Chat,2,15.21,Medium,Medium
TKT-11118,Dashboard displaying incorrect statistics,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Account Suspension,Regular,Phone Call,3,3.11,Low,Medium
TKT-11119,Security breach detected – immediate action needed,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Payment Issue,Premium,Phone Call,9,2.72,High,High
TKT-11120,Email notifications not arriving,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Technical Bug,Regular,Email,4,18.7,Medium,Medium
TKT-11121,Feature not working as expected,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Technical Bug,Premium,Phone Call,4,4.49,Medium,Medium
TKT-11122,Payment processing delayed by 2-3 minutes,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Technical Bug,Regular,Chat,4,16.72,Medium,Medium
TKT-11123,Report generation taking too long,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Payment Issue,Premium,Email,5,15.8,Medium,Medium
TKT-11124,Payment gateway rejected all transactions,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Payment Issue,Premium,Email,15,3.64,Medium,High
TKT-11125,Intermittent login failures reported,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Login Issue,Regular,Chat,5,1.85,High,Medium
TKT-11126,API endpoint returning 500 errors in production,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Server Down,Premium,Phone Call,8,3.01,High,High
TKT-11127,Login completely broken for all premium users,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Other,Regular,Phone Call,4,1.33,High,High
TKT-11128,Security breach detected – immediate action needed,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Security Problem,Premium,Email,12,3.48,Low,High
TKT-11129,DDoS attack in progress – site unreachable,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Server Down,Premium,Phone Call,14,0.93,High,High
TKT-11130,Feature not working as expected,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Technical Bug,Regular,Chat,6,10.94,Medium,Medium
TKT-11131,Add CSV export option,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Feature Request,Regular,Phone Call,3,7.68,Medium,Low
TKT-11132,Report generation taking too long,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Feature Request,Regular,Email,5,12.93,Medium,Medium
TKT-11133,Account suspended unexpectedly – urgent,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Account Suspension,Regular,Email,4,2.0,High,High
TKT-11134,Minor UI alignment issue on mobile,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Feature Request,Regular,Chat,0,9.77,Medium,Low
TKT-11135,DDoS attack in progress – site unreachable,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Account Suspension,Premium,Chat,5,3.76,High,High
TKT-11136,Account suspended unexpectedly – urgent,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Technical Bug,Premium,Phone Call,13,0.52,High,High
TKT-11137,Add CSV export option,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Account Suspension,Regular,Email,2,63.79,High,Low
TKT-11138,Intermittent login failures reported,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Security Problem,Regular,Email,2,17.21,Medium,Medium
TKT-11139,Payment processing delayed by 2-3 minutes,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Technical Bug,Premium,Phone Call,1,7.63,Medium,Medium
TKT-11140,Spelling error in help documentation,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Login Issue,Regular,Chat,3,56.47,Low,Low
TKT-11141,API endpoint returning 500 errors in production,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Technical Bug,Regular,Phone Call,10,0.46,High,High
TKT-11142,DDoS attack in progress – site unreachable,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Security Problem,Premium,Email,3,3.95,High,High
TKT-11143,Add CSV export option,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Other,Premium,Phone Call,1,63.16,High,Low
TKT-11144,Email notifications not arriving,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Payment Issue,Premium,Chat,4,2.55,High,Medium
TKT-11145,Request for additional report filter,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Account Suspension,Premium,Chat,0,11.19,Medium,Low
TKT-11146,Improve onboarding guide,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Technical Bug,Regular,Email,3,36.86,Low,Low
TKT-11147,Update FAQ section,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Other,Regular,Email,0,42.58,Medium,Low
TKT-11148,Critical bug causing data exposure,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Payment Issue,Premium,Chat,14,2.97,High,High
TKT-11149,DDoS attack in progress – site unreachable,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Technical Bug,Premium,Phone Call,15,3.88,High,High
TKT-11150,Search results returning outdated data,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Feature Request,Regular,Email,5,2.85,Medium,Medium
TKT-11151,Two-factor authentication failing sometimes,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Feature Request,Premium,Phone Call,2,19.1,High,Medium
TKT-11152,Add CSV export option,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Payment Issue,Regular,Chat,0,51.85,Low,Low
TKT-11153,Dashboard displaying incorrect statistics,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Account Suspension,Premium,Chat,3,3.15,Medium,Medium
TKT-11154,Two-factor authentication failing sometimes,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Login Issue,Premium,Chat,3,17.06,Medium,Medium
TKT-11155,Profile update not saving properly,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Other,Regular,Chat,1,2.7,Low,Medium
TKT-11156,Critical bug causing data exposure,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Payment Issue,Premium,Chat,12,3.22,High,High
TKT-11157,DDoS attack in progress – site unreachable,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Technical Bug,Premium,Chat,10,3.8,High,High
TKT-11158,Export to PDF producing blank file,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Other,Regular,Chat,5,6.39,High,Medium
TKT-11159,Export to PDF producing blank file,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Payment Issue,Regular,Chat,1,1.3,Medium,Medium
TKT-11160,Request for additional report filter,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Feature Request,Premium,Email,3,21.2,High,Low
TKT-11161,Export to PDF producing blank file,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Account Suspension,Regular,Phone Call,2,18.85,Medium,Medium
TKT-11162,API endpoint returning 500 errors in production,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Payment Issue,Premium,Phone Call,14,3.2,High,High
TKT-11163,Export to PDF producing blank file,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Account Suspension,Premium,Chat,3,4.87,Low,Medium
TKT-11164,Critical bug causing data exposure,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Payment Issue,Regular,Phone Call,4,2.29,Low,High
TKT-11165,DDoS attack in progress – site unreachable,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Payment Issue,Premium,Email,6,1.19,High,High
TKT-11166,Export to PDF producing blank file,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Security Problem,Premium,Phone Call,2,12.92,Medium,Medium
TKT-11167,Change password label text suggestion,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Other,Premium,Email,1,23.93,Medium,Low
TKT-11168,API endpoint returning 500 errors in production,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Technical Bug,Premium,Phone Call,3,1.65,High,High
TKT-11169,Login completely broken for all premium users,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Server Down,Premium,Email,10,3.23,Medium,High
TKT-11170,Tooltip text unclear on settings page,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Other,Premium,Phone Call,2,71.58,Low,Low
TKT-11171,Intermittent login failures reported,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Technical Bug,Premium,Email,1,4.66,Low,Medium
TKT-11172,Feature not working as expected,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Server Down,Premium,Email,2,1.56,Medium,Medium
TKT-11173,Feature not working as expected,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Login Issue,Premium,Chat,1,7.62,Medium,Medium
TKT-11174,Search results returning outdated data,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Technical Bug,Premium,Phone Call,2,5.75,Medium,Medium
TKT-11175,Login completely broken for all premium users,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Security Problem,Regular,Phone Call,7,0.66,High,High
TKT-11176,Search results returning outdated data,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Feature Request,Premium,Chat,3,12.84,Medium,Medium
TKT-11177,API endpoint returning 500 errors in production,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Server Down,Regular,Phone Call,10,0.67,Low,High
TKT-11178,Login completely broken for all premium users,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Security Problem,Regular,Email,11,1.41,Low,High
TKT-11179,Update FAQ section,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Feature Request,Premium,Email,2,29.92,Medium,Low
TKT-11180,Server completely down – production halted,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Login Issue,Premium,Chat,8,3.59,High,High
TKT-11181,Database corruption – data loss risk,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Login Issue,Premium,Phone Call,14,2.43,High,High
TKT-11182,Login completely broken for all premium users,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Login Issue,Premium,Email,6,0.2,High,High
TKT-11183,Update FAQ section,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Technical Bug,Premium,Email,2,44.61,Low,Low
TKT-11184,Critical bug causing data exposure,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Server Down,Premium,Phone Call,9,0.15,High,High
TKT-11185,Server completely down – production halted,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Technical Bug,Regular,Chat,9,2.89,High,High
TKT-11186,Two-factor authentication failing sometimes,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Technical Bug,Premium,Phone Call,3,14.23,Medium,Medium
TKT-11187,Change password label text suggestion,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Other,Premium,Email,1,8.2,Low,Low
TKT-11188,Update FAQ section,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Technical Bug,Premium,Email,2,59.68,Low,Low
TKT-11189,Request for new feature in dashboard,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Other,Premium,Chat,0,68.46,Low,Low
TKT-11190,Export to PDF producing blank file,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Security Problem,Regular,Email,5,9.75,Medium,Medium
TKT-11191,Update FAQ section,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Account Suspension,Regular,Chat,1,43.72,Low,Low
TKT-11192,Search results returning outdated data,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Payment Issue,Regular,Email,6,2.57,Medium,Medium
TKT-11193,Report generation taking too long,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Payment Issue,Premium,Chat,2,1.25,Medium,Medium
TKT-11194,Critical payment failure affecting all users,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Login Issue,Premium,Chat,11,2.06,High,High
TKT-11195,Feature not working as expected,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Payment Issue,Premium,Phone Call,3,8.33,Medium,Medium
TKT-11196,Export to PDF producing blank file,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Payment Issue,Premium,Phone Call,6,6.84,High,Medium
TKT-11197,DDoS attack in progress – site unreachable,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Account Suspension,Premium,Phone Call,10,0.75,Low,High
TKT-11198,Dashboard displaying incorrect statistics,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Payment Issue,Regular,Phone Call,3,9.2,Medium,Medium
TKT-11199,Dashboard displaying incorrect statistics,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Technical Bug,Premium,Chat,1,13.32,Medium,Medium
TKT-11200,Database corruption – data loss risk,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Payment Issue,Premium,Phone Call,12,1.97,High,High
TKT-11201,Database corruption – data loss risk,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Login Issue,Premium,Phone Call,3,2.3,High,High
TKT-11202,Database corruption – data loss risk,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Security Problem,Premium,Phone Call,9,0.41,High,High
TKT-11203,Database corruption – data loss risk,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Account Suspension,Premium,Email,7,2.82,High,High
TKT-11204,Payment gateway rejected all transactions,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Technical Bug,Premium,Email,14,0.95,High,High
TKT-11205,API endpoint returning 500 errors in production,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Payment Issue,Premium,Chat,10,1.71,Low,High
TKT-11206,Minor UI alignment issue on mobile,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Feature Request,Regular,Email,0,37.72,Low,Low
TKT-11207,Server completely down – production halted,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Security Problem,Premium,Email,6,2.1,Medium,High
TKT-11208,Change password label text suggestion,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Other,Regular,Chat,3,54.23,High,Low
TKT-11209,Email notifications not arriving,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Technical Bug,Regular,Phone Call,3,14.49,High,Medium
TKT-11210,Tooltip text unclear on settings page,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Technical Bug,Regular,Email,0,14.91,Low,Low
TKT-11211,Feature not working as expected,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Technical Bug,Premium,Email,6,14.22,Medium,Medium
TKT-11212,Report generation taking too long,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Feature Request,Regular,Chat,6,13.9,High,Medium
TKT-11213,Request for additional report filter,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Feature Request,Regular,Chat,2,31.2,Low,Low
TKT-11214,Intermittent login failures reported,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Technical Bug,Premium,Phone Call,5,3.34,Medium,Medium
TKT-11215,Add CSV export option,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Technical Bug,Premium,Chat,1,36.24,Low,Low
TKT-11216,Feature not working as expected,The bulk email export feature is not functioning correctly. Files download but appear empty. This affects our marketing team's workflow.,Technical Bug,Premium,Chat,3,1.3,Low,Medium
TKT-11217,Change password label text suggestion,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Feature Request,Premium,Chat,2,49.24,Low,Low
TKT-11218,Account suspended unexpectedly – urgent,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Security Problem,Regular,Email,5,3.81,High,High
TKT-11219,Request to add dark mode,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Feature Request,Premium,Email,1,7.15,Medium,Low
TKT-11220,Update FAQ section,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Feature Request,Regular,Email,2,66.65,Low,Low
TKT-11221,Dashboard displaying incorrect statistics,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Payment Issue,Regular,Chat,3,3.58,Medium,Medium
TKT-11222,Email notifications not arriving,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Other,Premium,Chat,2,8.14,High,Medium
TKT-11223,Payment gateway rejected all transactions,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Security Problem,Premium,Chat,13,2.85,High,High
TKT-11224,Export to PDF producing blank file,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Payment Issue,Regular,Chat,4,2.68,Medium,Medium
TKT-11225,Tooltip text unclear on settings page,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Feature Request,Regular,Email,2,8.59,Medium,Low
TKT-11226,Intermittent login failures reported,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Account Suspension,Regular,Chat,4,16.94,Low,Medium
TKT-11227,Change password label text suggestion,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Feature Request,Regular,Email,3,51.27,Medium,Low
TKT-11228,Two-factor authentication failing sometimes,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Security Problem,Regular,Email,5,15.07,Medium,Medium
TKT-11229,Minor UI alignment issue on mobile,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Security Problem,Regular,Email,0,58.98,Low,Low
TKT-11230,Server completely down – production halted,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Security Problem,Premium,Email,4,0.99,Medium,High
TKT-11231,Spelling error in help documentation,Many of our users prefer working in dark environments. A dark mode toggle would greatly improve their experience.,Login Issue,Premium,Email,3,37.41,Low,Low
TKT-11232,Request for additional report filter,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Other,Regular,Email,0,33.97,Low,Low
TKT-11233,Database corruption – data loss risk,All payment transactions are failing with error code 500. Our entire e-commerce pipeline is halted. Customers cannot complete purchases. We are losing thousands per hour.,Feature Request,Premium,Phone Call,6,1.9,High,High
TKT-11234,Critical bug causing data exposure,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Technical Bug,Premium,Chat,9,2.79,Medium,High
TKT-11235,Minor UI alignment issue on mobile,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Feature Request,Premium,Phone Call,3,5.74,Low,Low
TKT-11236,Profile update not saving properly,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Payment Issue,Regular,Chat,2,9.89,Medium,Medium
TKT-11237,Security breach detected – immediate action needed,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Feature Request,Regular,Chat,6,1.4,High,High
TKT-11238,Feature not working as expected,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Technical Bug,Regular,Email,3,9.73,High,Medium
TKT-11239,Account suspended unexpectedly – urgent,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Payment Issue,Regular,Phone Call,10,1.51,High,High
TKT-11240,Payment gateway rejected all transactions,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Login Issue,Premium,Phone Call,12,3.82,High,High
TKT-11241,Change password label text suggestion,It would be great if we could export the analytics report as a PDF directly from the dashboard. Currently we have to use print screen.,Payment Issue,Regular,Phone Call,1,11.47,Low,Low
TKT-11242,Report generation taking too long,Payment processing is taking 3-5 minutes instead of the usual 10 seconds. Customers are complaining but transactions are eventually completing.,Payment Issue,Regular,Chat,6,17.96,Medium,Medium
TKT-11243,Request for new feature in dashboard,There is a small spelling error on the help page – 'recieve' should be 'receive'. Minor but worth fixing.,Feature Request,Premium,Phone Call,0,34.58,Low,Low
TKT-11244,Minor UI alignment issue on mobile,"On mobile screens below 375px, the navigation menu overlaps the logo slightly. It is a minor cosmetic issue.",Technical Bug,Regular,Email,1,71.25,Low,Low
TKT-11245,DDoS attack in progress – site unreachable,The database has corrupted records in the orders table. Multiple customers are reporting missing orders and wrong billing. Rollback may be necessary.,Security Problem,Premium,Email,14,0.65,High,High
TKT-11246,Server completely down – production halted,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Login Issue,Regular,Phone Call,3,1.44,High,High
TKT-11247,Add CSV export option,The onboarding tutorial skips some advanced features. New users are confused about how to set up automated workflows.,Account Suspension,Regular,Chat,3,17.74,Low,Low
TKT-11248,Dashboard displaying incorrect statistics,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Server Down,Regular,Email,1,9.34,Medium,Medium
TKT-11249,Feature not working as expected,Two-factor authentication codes are sometimes not being delivered via SMS. Users have to retry 2-3 times to receive the code.,Login Issue,Premium,Email,2,1.98,Medium,Medium
TKT-11250,Account suspended unexpectedly – urgent,We have detected unauthorized access attempts and a possible data breach. Sensitive customer PII may be at risk. Security team needs to investigate immediately.,Technical Bug,Premium,Phone Call,5,3.87,Medium,High
TKT-11251,Payment gateway rejected all transactions,A premium customer's account was suspended without warning. They have an active subscription and are unable to access any service. Client is threatening legal action.,Feature Request,Premium,Phone Call,3,2.18,High,High
TKT-11252,Email notifications not arriving,Some users are reporting they cannot log in. The issue appears intermittent and affects about 20% of our user base. It started around 2 hours ago.,Payment Issue,Premium,Email,2,7.36,Medium,Medium
TKT-11253,API endpoint returning 500 errors in production,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Login Issue,Premium,Email,12,3.62,High,High
TKT-11254,Payment processing delayed by 2-3 minutes,The dashboard KPI cards are showing numbers from last month instead of the current period. Users noticed the discrepancy during a board meeting.,Feature Request,Regular,Email,1,17.86,Medium,Medium
TKT-11255,Server completely down – production halted,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Payment Issue,Premium,Email,13,1.4,High,High
TKT-11256,Server completely down – production halted,Our production server has gone completely offline. All users are unable to access the system. This is causing massive revenue loss every minute. Immediate intervention required.,Account Suspension,Regular,Phone Call,11,2.43,High,High
